Lemma	BNC_Freq	Hh	Hm	Ht	Hrh	Hrm	Hrt	Hlh	Hlm	Hlt	Hh_Lex	Hm_Lex	Ht_Lex	Hrh_Lex	Hrm_Lex	Hrt_Lex	Hlh_Lex	Hlm_Lex	Hlt_Lex	Hh_Cond	Hm_Cond	Ht_Cond	Hrh_Cond	Hrm_Cond	Hrt_Cond	Hlh_Cond	Hlm_Cond	Hlt_Cond	Hi	Freq	JSD_Hh_Dep	JSD_Hm_Dep	JSD_Ht_Dep	JSD_Hrh_Dep	JSD_Hrm_Dep	JSD_Hrt_Dep	JSD_Hlh_Dep	JSD_Hlm_Dep	JSD_Hlt_Dep	JSD_Hi	Dom_Pos	Contextual_H	coltheart.N	OLD20	nletters	nsyl	morphology	flection	synclass	celex.frequency	celex.frequency.lemma	celex.inflectional.entropy	lemma.size	nlemmas	bnc.frequency	bnc.frequency.million	subtlex.frequency	subtlex.frequency.million	subtlex.cd	subtlex.cd.pct	summed.monogram	summed.bigram	summed.trigram	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV	SFreq	SCDcnt	Animacy	Animacy.simplified	logFreq
heap	3180	1.91310177914435	1.63721189685512	2.36309202328497	1.22777003130139	1.53526188927982	1.65414367538866	1.3779827187448	1.2735467482697	1.9884244606973	4.04811190636114	4.45509456880549	4.56616308741875	2.85749361881983	5.03635754012045	3.47468856839204	3.74639254499622	4.09735552836526	4.50603732805446	0.0510537050135431	0.277587149283189	0.35891421862971	0.0389599074446729	0.0282102219036053	0.125903857645355	0.0369087914874093	0.185623409764149	0.14558363491696	0.521598777416593	3180	0.0337828107254543	0.0665140406588732	0.0325883667344467	0.0497203984651733	0.110385355204523	0.0910059354359855	0.0291825893946439	0.0243892889360052	0.0240638814942737	0.00184218106326774	Noun	282.107688589	9	1.35	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	188	337	-1356.63051494	46	2	789	7.89	240	4.7059	205	0.0244	547749	15687	1460	HH.IY.P	HH.IY1.P	1	3	30	14017.82	35.92	46693	30	14017.82	35.92	46693	0.00061152	0.00314553	0.0007238	0.00114744	0.00033119	0.00292625	0.00051594	0.00098098	6.81e-06	1.45e-06	6.76e-06	3.81e-06	7.06e-06	1.4e-06	6.93e-06	3.88e-06	0.04256632	0.0653425	0.04427462	0.0502684	0.03426994	0.05262989	0.03849476	0.04562825	0.0557193	0.04661963	0.05722257	0.056566	0.05525944	0.04569674	0.05688077	0.05606065	4.88	210	NA	NA	1.58514521986506
hear	164	2.68111797889943	2.55993303356382	3.06569094162726	2.11991973738587	1.845547825996	2.59028684515838	2.27812994216385	2.089411873744	2.8657900587624	4.11741343650451	4.07414932047802	4.4842133427297	3.62691124411788	3.246032153359	3.93421897852496	3.50611106557297	3.69207137276657	3.92419760099337	0.344778977350129	0.964790022922249	0.814598370330821	-8.88178419700125e-16	1.72955001091577	0.833141915131395	0.48232896558644	0.348794131032189	0.777966019451923	0.496630601133927	164	0.141277160483467	0.130240267963039	0.104366330605926	0.119173548453009	0.124950474529241	0.104312805005688	0.178006031511522	0.137568778025994	0.153594957018083	0.00339508107228307	Verb	425.681559961	17	1	4	1	monomorphemic	infinitive.plural present.singular 2p present.singular present 1p	Verb	3344	9053	-32461.4222591	44	1	13845	138.45	27261	534.5294	7216	0.8603	578786	24469	2445	HH.IY.R	HH.IY1.R	1	3	22	8023.45	22.76	19199	22	8023.45	22.76	19199	0.00038803	0.00364923	0.00047842	0.00084691	0.00027465	0.00345488	0.00039582	0.00079601	2.724e-05	0.00130971	8.835e-05	0.0002988	2.822e-05	0.00126537	9.056e-05	0.00030396	0.05510683	0.09022538	0.06023938	0.06717772	0.04680215	0.07749819	0.05442727	0.06251492	0.05487719	0.07813729	0.06292775	0.07168998	0.0544191	0.07721047	0.06258012	0.07118167	555.35	7249	NA	NA	6.31959854561313
hearse	288	1.89667239821813	1.67705313146628	2.38992555350634	1.85160332819593	0.814267473435693	2.1452936329395	0.955779138712874	1.23596099653723	1.74691683083207	3.67941613457523	4.26595499619476	4.34675018606841	4.47053717498807	4.09270812916093	4.63452880371817	2.55286368060788	3.67161237572737	3.62992045252339	0.0642564576586531	0.0760901472456883	0.202326901667916	0	0	0.104485211352037	0	0	0.0327694045316944	0.296831848958058	288	0.0691204423583101	0.0389155453553393	0.0519778767872203	0.113516685791754	0.117466397233766	0.104198016619078	0.059758217889855	0.0127886013131161	0.0378783188836861	0.0289499872600977	Noun	283.711841571	1	1.85	6	1	monomorphemic	singular	Noun	38	44	-199.592812413	2	1	112	1.12	80	1.5686	52	0.0062	734116	36803	3525	HH.ER.S	HH.ER1.S	1	3	27	4425.67	28.84	37899	26	4424.34	28.47	37839	0.00103525	0.00141188	0.00101524	0.00136254	0.00047821	0.00104734	0.00056922	0.00087115	2.383e-05	2.202e-05	4.426e-05	4.246e-05	2.117e-05	8.5e-06	3.422e-05	1.508e-05	0.05039581	0.05536593	0.05182676	0.05872808	0.04609276	0.04956076	0.04761599	0.05378339	0.0554386	0.05442245	0.05509886	0.06011792	0.05458684	0.05132319	0.05278921	0.05620341	1.59	53	NA	NA	0.46373401623214
heart	32434	1.8847272194339	1.73093445368445	2.42808026166074	1.52731892343629	1.23574665044266	2.06315913673232	1.18643393662877	0.943005144361289	1.76316317161493	3.46189823042516	4.79356796585892	4.57821826872977	3.119340141645	4.70292961301909	4.53216879270208	2.77650144501807	3.93580137744676	3.91231880894762	0.0757583085452889	0.27152934027119	0.333368239287115	0.0750160905583184	0.244408816066181	0.272430097745695	0.0349648085087528	0.0630506685209808	0.0818530271409967	0.325883516243089	32434	0.0885441801855382	0.0257586863126082	0.0469943504729316	0.0255900138888916	0.0418335701356759	0.0400986935798755	0.120857973404097	0.0184782513833032	0.0780802218995726	0.0240703980326329	Noun	286.529639413	2	1.6	5	1	monomorphemic	singular	Noun	2597	2937	-29456.8158069	2	1	13732	137.32	11952	234.3529	4507	0.5373	633625	28058	3134	HH.AA.R.T	HH.AA1.R.T	1	4	21	940.38	20.87	21406	21	940.38	20.87	21406	0.00324284	0.00312796	0.00368659	0.00383416	0.00238028	0.00266716	0.00293979	0.00321566	0.00038386	0.00043714	0.00048584	0.00064328	0.00030871	0.00039408	0.00042225	0.00059592	0.06430494	0.09092447	0.0697255	0.07433863	0.06144022	0.08893006	0.0681421	0.07338617	0.07137784	0.13966045	0.08162399	0.09255642	0.07092468	0.13901449	0.0814817	0.09231535	244.18	4582	inanimate	inanimate	5.49790565824071
hearth	1065	1.94050662492517	1.34990967735804	2.26093076907446	1.93037694393665	1.17340271013583	2.30346409907603	1.13477221080007	0.769157271119688	1.6615071153549	3.82368397736913	3.94408946307024	4.36739806336636	4.85785140163205	3.52159690683115	4.99788315250815	2.75179347331861	3.52567030358171	3.74232828408555	0.110365724897457	0.10944828835935	0.246502034037885	-0.142186165188831	-4.44089209850063e-16	-0.0472352636810527	0.0428921072523853	0.0372313665977884	0.0664388867742338	0.396644427819513	1065	0.0497979277895976	0.0530291456759844	0.0455795564525769	0.0895707608107097	0.0635151948377073	0.0772615912581575	0.0337460252588118	0.03986838007349	0.0353786099172614	0.013804743247319	Noun	278.88192783	4	1.6	6	1	monomorphemic	singular	Noun	80	87	-505.85010851	2	1	401	4.01	31	0.6078	28	0.0033	652536	26448	3920	HH.AA.R.TH	HH.AA1.R.TH	1	4	10	611.01	10.32	12480	10	611.01	10.32	12480	0.00216568	0.00241984	0.00247334	0.0025224	0.00169097	0.00218994	0.00214284	0.00231611	0.00013958	0.0001281	0.00015659	0.00018362	0.00012172	0.00011455	0.00014379	0.00016937	0.04486753	0.05466287	0.04882878	0.0505917	0.04205271	0.05301116	0.0473387	0.0498	0.0477184	0.07993121	0.05400627	0.05592164	0.04737812	0.07965897	0.0539214	0.05583453	0.67	30	NA	NA	-0.400477566597125
heat	12635	2.1710571807845	1.89830075400158	2.59736765161762	1.83677374724614	1.47576684940971	2.34437523586059	1.42834991129672	1.12044565232107	1.97340583584224	4.44776136703545	5.30567767228287	5.2468970605937	4.17679990981447	5.66089430819111	5.32559569376486	3.69671380646858	4.35706503167807	4.61246975742741	0.137816293982246	0.349971949709241	0.453939931080946	0.142681261530096	0.274054327767624	0.351514766141851	0.0494396402171255	0.0896607461935899	0.13079422683727	0.119293901289289	12635	0.0270701068155415	0.0179397343529042	0.0163390278270799	0.0356458068806449	0.0386789049973313	0.0342062299249714	0.0223013276083515	0.0139102156831187	0.018532364827545	0.0668410089286566	Noun	285.618674163	11	1.1	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	2134	2468	-22393.9066692	46	2	5957	59.57	1926	37.7647	1260	0.1502	578211	27721	2399	HH.IY.T	HH.IY1.T	1	3	36	14841.39	50.21	70386	36	14841.39	50.21	70386	0.00098092	0.00353912	0.00127652	0.00191604	0.0006947	0.00298102	0.00103473	0.00149784	2.894e-05	1.41e-05	3.375e-05	2.848e-05	2.293e-05	1.333e-05	3.176e-05	2.817e-05	0.05056081	0.10260882	0.05488758	0.06689794	0.04225914	0.08987437	0.04908628	0.06223552	0.06792982	0.1092066	0.07873219	0.09125441	0.06744431	0.1082759	0.07836843	0.09074228	40.08	1315	inanimate	inanimate	3.69087745677661
hedge	3463	2.01322059862266	1.68297374302837	2.41499983786802	1.897800382166	1.40800621086981	2.36373964901627	1.24696433891795	1.04152869911711	1.83545175866436	4.42935783230498	4.81389778225607	5.02492790360284	4.49470499837565	4.97055697487505	5.13630817875813	3.63923691167737	4.27347675653912	4.52431616510538	0.142004128070985	0.243828664329616	0.361263660982371	0.142002261082515	0.147048775031105	0.302522580287956	0.0362103106959943	0.0364901781072664	0.102548944865678	0.656065564037712	3463	0.0339665157318694	0.0199019279565751	0.0265351839051529	0.0450933158617956	0.0190216395091372	0.0324054457933012	0.0295498084564014	0.021927079518737	0.0257430927802302	0.0054607987543878	Noun	284.754494662	3	1.7	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	198	389	-1377.23723962	46	2	982	9.82	73	1.4314	54	0.0064	608577	29190	1944	HH.EH.JH	HH.EH1.JH	1	3	17	1082.84	16.59	18125	17	1082.84	16.59	18125	0.0007419	0.00079905	0.00084572	0.00100928	0.00061715	0.00063675	0.00076217	0.00090154	1.192e-05	9.4e-07	6.7e-06	2.04e-06	1.235e-05	9.1e-07	6.87e-06	2.08e-06	0.03995613	0.04208854	0.04330029	0.04800341	0.03588366	0.03955061	0.0408338	0.04631056	0.04421052	0.06249527	0.05179629	0.06077191	0.04406246	0.06041145	0.05150981	0.06006039	1.55	58	NA	NA	0.438254930931155
heel	4215	1.90702013935666	1.45984482336057	2.31808780940038	1.49339672252705	1.4060324104651	2.06916585882398	1.35502742567182	1.01140881656229	1.88521658022905	3.25751409962181	4.16847485350436	4.16458741853335	3.35769129062278	5.07987000327169	4.3571701536122	2.55429865697337	3.72647453057054	3.75893396814126	0.0732793298128636	0.228688776756075	0.28075578047484	0.0347291803208045	0.360234222777212	0.266240033555702	0.0591119513339202	0.0439383850139508	0.0852596219159487	0.66919984254575	4215	0.0904599357151501	0.042917349271972	0.0656007142535271	0.0349657393851023	0.0288282758011236	0.0332281901312929	0.10837053668539	0.0197383015876701	0.0710225001460108	0.0603001204141855	Noun	279.652139862	7	1.5	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	212	553	-1547.88849132	46	2	801	8.01	305	5.9804	242	0.0289	592389	15838	1294	HH.IY.L	HH.IY1.L	1	3	40	15257.37	50.05	66105	40	15257.37	50.05	66105	0.00075742	0.00341928	0.00099288	0.00146243	0.00053476	0.00317505	0.00076667	0.00127787	1.872e-05	1.154e-05	4.045e-05	2.665e-05	1.94e-05	1.115e-05	4.147e-05	2.711e-05	0.05278187	0.07865631	0.05738558	0.06392757	0.04447872	0.0659359	0.05157923	0.05926913	0.06498246	0.05967893	0.07123789	0.07268564	0.06450314	0.05875441	0.07088178	0.07217714	7.39	281	NA	NA	2.00012773496011
height	12216	2.10959110375558	1.55183631583694	2.46057320647506	1.50474503310249	1.6896669623434	1.9761958940971	1.48750065857217	1.05407669585666	1.97383973959043	4.39292590220096	4.24687350136643	4.7313376896532	3.59690861385178	5.12085327804669	4.17330110047831	3.95302398182662	3.78792261176392	4.51077832615563	0.139057351987363	0.281199751243036	0.419750466107495	0.105976485556102	0.323426545213445	0.276826502150952	0.0708702000200945	0.0918919765852957	0.136565327956058	0.450733866489955	12216	0.0194773755129069	0.0360177633783585	0.0219514104709658	0.0275301446086715	0.0377979905772597	0.0540386226571552	0.0111917862726112	0.0119897814435598	0.0117956497577424	0.00756296673869352	Noun	281.686293737	1	1.85	6	1	monomorphemic	singular	Noun	616	835	-5708.35786642	2	1	3781	37.81	446	8.7451	377	0.0449	628315	19267	2912	HH.AY.T	HH.AY1.T	1	3	36	8205.52	59.16	81286	36	8205.48	59.14	81284	0.00117494	0.00191892	0.00136023	0.00176068	0.00074963	0.00177829	0.00110316	0.00165645	1.532e-05	5.07e-06	1.844e-05	1.196e-05	1.235e-05	4.36e-06	1.494e-05	1.082e-05	0.04505357	0.07865911	0.0498045	0.06168288	0.04230421	0.07644983	0.048138	0.06034349	0.0645614	0.11223029	0.07666506	0.0919915	0.06423382	0.11110768	0.07634464	0.09146515	9.33	396	NA	NA	2.23323501485925
heir	3575	2.11534856233702	2.06207062425955	2.63493372002955	1.70174493522343	1.44200473870772	2.14870306744345	1.4402408124492	1.6117535714299	2.20190750589382	4.25472323221085	4.62472746809099	4.82007092033651	3.58680110407381	4.76973410463808	4.21742298428543	3.68377928176733	4.25286535804222	4.54485465306864	0.110425991111374	0.391978299710443	0.424390831573951	0.118932393842095	0.207202107529268	0.308658345072549	0.0439813895150643	0.166199944692827	0.175404153241143	0.566208292570465	3575	0.0348565755394336	0.053535847205363	0.0369376010078177	0.0404693072285774	0.0484550556445667	0.0489138840880908	0.0399506614858554	0.0490541266084588	0.0435726194691183	0.000131057210762602	Noun	270.04817	3	1.7	4	1	monomorphemic	singular	Noun	121	174	-837.250989474	2	1	985	9.85	245	4.8039	161	0.0192	585046	15341	796	EH.R	EH1.R	1	2	43	47014.22	91	121291	43	47014.22	91	121291	0.00456315	0.00590078	0.00565883	0.00588736	0.00334101	0.00527444	0.00466418	0.00510333	0	0	0	0	0	0	0	0	0.05501472	0.0373708	0.05183341	0.04648414	0.04956422	0.03505391	0.04877112	0.04448546	0.03642385	0.04956495	0.04796121	0.04942291	0.03541126	0.04394529	0.04653117	0.04706475	5.22	168	NA	NA	1.65249740189455
hell	10243	2.02636015503833	2.25757992840706	2.70004283501714	1.70961154088301	1.97215892899258	2.51112326271594	1.4210194533853	1.69895705935382	2.11096064702921	3.32976413533717	4.11368726289418	4.17983639721414	3.10563832078386	3.71720082782624	3.97252241918759	2.6400531489487	3.72650328064217	3.62343159836108	0.114064613629359	0.592735509079421	0.502371652464859	0.0947125185266171	0.52689734634317	0.492046954396797	0.0832925827689723	0.286599844997697	0.247301926670666	0.0171687639674329	10243	0.0550618374360417	0.0854351708066197	0.0637285725554291	0.0553429044427804	0.145151997265135	0.101964846372998	0.0593511312856585	0.0600107599853022	0.0581401173577386	0.0969397868162509	Noun	425.681559961	16	1	4	1	irrelevant.monomorphemic	headword.singular	Interjection.Noun	1689	1696	-17553.7204617	3	2	5315	53.15	21531	422.1765	5678	0.6769	545045	17867	2028	HH.EH.L	HH.EH1.L	1	3	41	7929.98	62.18	68448	40	7344.55	59.41	62043	0.00184389	0.00305583	0.00235554	0.00307868	0.00158004	0.00264933	0.00219311	0.00287006	8e-05	0.00058468	0.00019501	0.00047891	7.762e-05	0.00042238	0.00018056	0.00038808	0.05931566	0.06000457	0.06447449	0.06940313	0.05523037	0.05745614	0.06196522	0.06768162	0.06245614	0.07791364	0.0754543	0.08376983	0.06226975	0.07582789	0.07514366	0.08305382	470.82	5843	inanimate	inanimate	6.15447585536744
help	27871	2.32213905934326	1.65409115952951	2.6182188057921	1.66035059959749	1.67869433663836	2.13273181484671	1.77291843932041	1.18631061559359	2.15859739016213	4.89335458133277	3.7784844512841	4.83014267190177	4.09434085062212	3.88477976773314	4.39729868199753	4.47651025585354	3.46392146066243	4.58485635469394	0.224767792224305	0.293000269561617	0.506125819927621	0.202402928798817	0.265154190811119	0.348072405573735	0.122312858323332	0.119870265466182	0.186855975383707	0.0731932067555713	27871	0.0306252449413352	0.0517390678375577	0.0317778282339805	0.0319531116762319	0.0713026370091004	0.0613283434472128	0.0248717633562673	0.0229307409528843	0.0278083898609113	0.0793950079243749	Verb	283.412502696	7	1.5	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	6731	9379	-70634.4102047	46	2	37976	379.76	39534	775.1765	7651	0.9121	529394	13460	876	HH.EH.L.P	HH.EH1.L.P	1	4	13	1223.96	14.84	18216	12	638.53	12.07	11811	0.00131617	0.00218324	0.00165573	0.00218663	0.00114383	0.00190554	0.00154994	0.00205011	5.447e-05	0.00042689	0.00013403	0.0003424	5.381e-05	0.00034119	0.00012772	0.00029876	0.05389903	0.05125004	0.05744393	0.06021438	0.0508109	0.04927969	0.05552139	0.05886799	0.05743963	0.08614325	0.06334538	0.067626	0.05721077	0.08486095	0.06307147	0.06678774	921.12	7745	NA	NA	6.8255903209275
hem	731	1.76314435380096	1.55368160206582	2.26602485974905	1.38528749302784	1.56723307172745	1.95407764241279	0.945521023965024	0.981895260453578	1.64799216102025	3.13299151764574	4.84018002582706	4.24486958694299	2.78428749433733	4.53483602787356	3.59473600561618	2.31583117160881	4.46353052122767	3.88197432518895	0.0141002896549081	0.147047526918395	0.248552792013224	0	0.0229586588861403	0.0650246187663677	0	0.0488567819543348	0.0981587727779312	0.468785048622077	731	0.0570543083989425	0.036884585327663	0.0460319499842977	0.0443292702332968	0.0307857617125449	0.0547190483816519	0.0684894684574958	0.0259360325134334	0.0490574058401338	0.0057935543093138	Noun	281.620260221	12	1.05	3	1	conversion.irrelevant.monomorphemic	headword.infinitive.plural present.singular.singular 2p present.singular present 1p	Interjection.Noun.Verb	48	89	-239.929348963	91	4	314	3.14	32	0.6275	27	0.0032	484296	10467	813	HH.EH.M	HH.EH1.M	1	3	27	15245.83	39.6	62424	27	15245.83	39.6	62424	0.00144034	0.00298866	0.00147196	0.00176617	0.00112767	0.00270141	0.00128586	0.00160291	4.085e-05	3.93e-06	2.656e-05	9.12e-06	2.999e-05	2.76e-06	2.023e-05	6.89e-06	0.05221089	0.05973982	0.05643585	0.06316694	0.0481303	0.05719155	0.05394282	0.06145377	0.05473684	0.0841111	0.06690799	0.07966789	0.05456667	0.08202458	0.06660608	0.07895268	0.82	33	NA	NA	-0.198450938723838
hen	1733	2.31273638514849	2.11430442581712	2.7093671334637	2.13259927783419	1.45442534987444	2.43311959695028	1.58533909028378	1.4616348637055	2.20508778056708	4.47127912559666	5.14363489684333	5.30293804439826	4.34052164309251	4.620153931908	5.05417448234713	3.76317452227575	4.75339115149554	4.75702498987143	0.176157301737857	0.387415005735063	0.425958067206	0.201149715332153	0.232017173424297	0.347742290130321	0.0613712244100024	0.106502261082744	0.164234039621097	0.69186851290939	1733	0.0404186522276912	0.0319778459669949	0.0314771836351955	0.106615995409722	0.0295394398650693	0.0788207485496046	0.0110708308161223	0.0215540942328286	0.0134034094116019	0.034472200972622	Noun	267.730761882	18	1	3	1	monomorphemic	singular	Noun	100	278	-664.465684548	2	1	446	4.46	132	2.5882	93	0.0111	521372	21991	1513	HH.EH.N	HH.EH1.N	1	3	39	5381.81	42.83	47062	39	5381.81	42.83	47062	0.00394852	0.00387463	0.00403025	0.00482342	0.00316169	0.00335918	0.0034813	0.00431593	5.107e-05	2.558e-05	5.133e-05	2.611e-05	5.116e-05	2.462e-05	5.174e-05	2.64e-05	0.06664124	0.07659687	0.07191503	0.0800538	0.0625511	0.07403873	0.06939073	0.07831802	0.06554386	0.09937294	0.08160604	0.09576877	0.06535098	0.09728451	0.08128913	0.09505041	3.2	107	NA	NA	1.16315080980568
herd	2782	2.09816280402679	1.72808710687612	2.49897625959324	1.54784561265269	1.26929541317599	2.08048674089763	1.4679948109276	1.0899860531901	1.98658969343851	4.35761598862665	4.86867266914127	4.903058464179	3.48343766110676	5.51842849362418	4.521800081369	3.93991533540042	4.07794419540854	4.59783455461425	0.0772397222448307	0.268160915418209	0.401637288022204	0.0370580143547539	0.13057660365746	0.272487911371647	0.03438556367899	0.0438235592962615	0.0914571621477753	0.649671275129103	2782	0.00886461515959086	0.0187685692566072	0.00941117363087174	0.0159270741390832	0.0408007211961813	0.020971133197668	0.00984321109664228	0.0119169171395176	0.0103730978433769	0.00433048909138793	Noun	277.246726597	9	1.35	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	177	362	-1191.82478323	46	2	681	6.81	326	6.3922	187	0.0223	551686	32163	2136	HH.ER.D	HH.ER1.D	1	3	28	5829.07	32.11	45847	27	5796.07	30.58	44703	0.00114699	0.00137989	0.00135165	0.0016219	0.00028919	0.00096591	0.00045263	0.00081863	2.553e-05	0.00010162	3.609e-05	0.00010758	2.646e-05	9.818e-05	3.699e-05	0.00010943	0.03658891	0.05699861	0.04024885	0.0502093	0.032295	0.05119248	0.03606147	0.04527602	0.0568421	0.0740338	0.05978781	0.07148793	0.0559874	0.07093209	0.05747337	0.0675712	7.06	195	NA	NA	1.95444505150515
hide	1131	2.4603147624835	1.9206250426372	2.73745622269414	1.95811951732362	1.74423457817577	2.47708584086962	1.84965174088896	1.26200781333382	2.27198448367056	4.8404107171257	4.77543365807269	5.24541081771985	4.20023899802334	4.66145362120479	4.7963750870694	4.36048148431236	4.35604186623866	4.89479020235853	0.235606906964382	0.316491377986766	0.467564330677309	0.0814874326109178	0.53865407920793	0.246691484064567	0.211738759864544	0.0975041312129195	0.304101354046425	0.561071235420399	1131	0.0431206959889183	0.0280585560711197	0.0225396166648347	0.0629245629969105	0.0545623817433053	0.0568454888132614	0.0336425144432329	0.0219458620885801	0.026342875989022	0.000229245841685479	Verb	283.644064223	10	1.3	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	578	1882	-4007.54850362	52	3	2519	25.19	3208	62.902	2224	0.2651	560915	21805	1549	HH.AY.D	HH.AY1.D	1	3	35	3963.2	42.71	53135	35	3963.16	42.69	53133	0.00114079	0.00085383	0.0011877	0.00154694	0.00065431	0.00068276	0.00088047	0.00131679	8e-05	3.508e-05	6.277e-05	7.268e-05	4.763e-05	3.252e-05	5.25e-05	7.078e-05	0.03725391	0.05980138	0.04120629	0.05186211	0.03450971	0.05760315	0.03955716	0.05053588	0.06133333	0.08458446	0.06766073	0.08092149	0.06101253	0.0834653	0.06734951	0.0803973	69.69	2348	NA	NA	4.24405683545043
high	1261	2.38308030851241	2.07750309503314	2.72578540438611	1.59298199768343	1.59392878075294	2.16335312815823	1.92668005803948	1.67442040006202	2.39581704381484	4.36820423044184	4.77486790300175	4.9537959375004	3.30155383041285	4.36036410605067	4.03092415164898	4.01279472602386	4.31723817884655	4.72829521554829	0.174274571065574	0.276925522540524	0.396525843299708	0.0566870087350209	0.263444378017973	0.260408766860921	0.198971669570051	0.184484782439334	0.248813518358459	0.515601088812664	1261	0.0382879172041393	0.138470088016369	0.0363166552914502	0.0288078100092216	0.262046781663529	0.0951449115156454	0.0630706305924882	0.0912943587166251	0.0494240728055346	0.00219057340581886	Adjective	290.187713858	2	1.8	4	1	conversion.monomorphemic	positive.singular	Adjective.Adverb.Noun	6516	8851	-76507.7314859	8	3	38928	389.28	8393	164.5686	4173	0.4975	486104	11374	1687	HH.AY	HH.AY1	1	2	44	70692.59	92.71	122221	45	70692.63	92.73	122223	0.00063636	0.00053401	0.00060304	0.00078078	0.00038128	0.00049766	0.00050773	0.00076393	0	0	0	0	0	0	0	0	0.03658303	0.05387974	0.04202679	0.05330575	0.0324795	0.05060337	0.03959306	0.0513492	0.05629139	0.03930018	0.07332899	0.08363844	0.05477648	0.03510775	0.07123211	0.0796778	195	4450	NA	NA	5.27299955856375
hike	754	2.34239633371992	1.95684191298622	2.67934286803648	1.66940122767684	1.35567354851632	2.09234937016079	1.88106368683441	1.46273760324717	2.35360564149104	4.8206176144773	4.40832768605522	5.12434765877798	3.84490962068698	4.10217932618662	4.2658021751614	4.51670523023675	4.23515078750606	4.96953778514445	0.174459894891848	0.447101860875961	0.382030243963787	0.126121281833441	0.146520727087908	0.219140603053207	0.0931126274221254	0.117460543302204	0.158529314350154	0.537654525256778	754	0.0448680272943915	0.0352236353701873	0.0274014229488316	0.0443806508513713	0.0935363336367658	0.0630634506791056	0.0519409033575955	0.0160381620667416	0.0453634130865969	0.00101286169251765	Noun	284.862764091	10	1.3	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	44	97	-156.908244046	46	2	147	1.47	276	5.4118	228	0.0272	538232	16881	709	HH.AY.K	HH.AY1.K	1	3	34	5141.27	31.67	28637	34	5141.23	31.65	28635	0.00070465	0.0012191	0.00067652	0.00076247	0.00042167	0.00114435	0.00055116	0.00072546	2.213e-05	3.84e-06	2.109e-05	8.91e-06	1.235e-05	2.68e-06	1.336e-05	6.59e-06	0.04304683	0.05392228	0.04746261	0.05571521	0.04029879	0.05172749	0.04580085	0.05438382	0.06133333	0.06628898	0.06808583	0.07238854	0.06101253	0.0651721	0.06777417	0.07186602	6.53	252	NA	NA	1.87640694328834
hill	11911	1.66391219774568	1.32853119520455	2.11184285229473	1.89525737141399	1.152678709458	2.26438379614468	0.994543711279655	0.773874670472729	1.58041539388381	3.7738300998165	4.42221395048762	4.55456965810063	4.60247783353739	5.09829213986883	5.29358808977654	2.97277195895338	3.78417570890433	3.97380364732139	0.0837659409658511	0.20957027181586	0.293565341417504	0.135846894394826	0.260586902125199	0.37751930010588	0.0248451921516213	0.0597829674305475	0.0790078320628482	0.692420351011154	11911	0.0548349649203466	0.0499539185479951	0.048872857916258	0.0302634791194641	0.0602691918655444	0.040526407165793	0.0506842566260895	0.0348834525229091	0.0438205102618655	0.0246021518792554	Noun	280.43460546	15	1.05	4	1	monomorphemic	singular	Noun	1258	2127	-12953.5299128	2	1	7088	70.88	1028	20.1569	623	0.0743	522316	15947	1666	HH.IH.L	HH.IH1.L	1	3	42	10073.66	56.47	65608	42	10073.66	56.47	65608	0.00213257	0.00326022	0.00237686	0.00268718	0.00135547	0.00274404	0.00163466	0.00203351	5.277e-05	2.164e-05	5.853e-05	3.559e-05	3.352e-05	1.804e-05	4.405e-05	3.007e-05	0.07018165	0.07509169	0.07493525	0.07928581	0.05383974	0.06047089	0.06115576	0.06781737	0.07059649	0.08722072	0.0812505	0.08483829	0.06980744	0.08173768	0.07988844	0.08200933	37.55	920	NA	NA	3.62567337821014
